product_id,product_name,product_url,current_price,original_price,discount_rate,rating,review_count,delivery_badge,is_rocket,crawled_at,product_name_english
3180741512,"나우푸드 실리마린 밀크 시슬 추출물 300mg 베지 캡슐, 200정",https://www.coupang.com/vp/products/7156986260?itemId=13254294391&vendorItemId=3180741512&pickType=COU_PICK&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=0&rank=0,"25,050원","47,510원",47%,5,79568,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Silymarin Milk Thistle Extract 300mg Veg Capsules, 200 Count"
3180741511,"나우푸드 더블 스트랭스 L-아르기닌 1000mg 타블렛, 120정",https://www.coupang.com/vp/products/7066907732?itemId=5013025207&vendorItemId=3180741511&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=1&rank=1,"19,500원","30,230원",35%,5,25033,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Double Strength L-Arginine 1000mg Tablets, 120 Count"
3265972233,"나우푸드 프로바이오틱-10 유산균 250억 베지 캡슐, 100정",https://www.coupang.com/vp/products/2638550?itemId=12788104766&vendorItemId=3265972233&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=2&rank=2,"29,990원","53,990원",44%,5,15014,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Probiotic-10 25 Billion Veg Capsules, 100 Count"
70393847077,"나우푸드 울트라 오메가 3 500 EPA & 250 DHA 1000mg 피쉬 소프트젤, 180정",https://www.coupang.com/vp/products/7559679373?itemId=10076200032&vendorItemId=70393847077&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=3&rank=3,"37,140원","42,690원",13%,5,35629,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Ultra Omega-3 500 EPA & 250 DHA 1000mg Fish Softgels, 180 Count"
3087575897,"나우푸드 데일리 비츠 멀티비타민 & 미네랄 타블렛, 250정",https://www.coupang.com/vp/products/209272?itemId=24200226781&vendorItemId=3087575897&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=4&rank=4,"27,950원","34,550원",19%,5,12028,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Daily Vits Multivitamin & Mineral Tablets, 250 Count"
70393847458,"나우푸드 멀레큐럴리 디스틸드 오메가3 1000mg 피쉬 소프트젤, 200정",https://www.coupang.com/vp/products/35838053?itemId=68202&vendorItemId=70393847458&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=5&rank=5,"18,840원","21,660원",13%,5,16146,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Molecularly Distilled Omega-3 1000mg Fish Softgels, 200 Count"
3086574774,"나우푸드 아연 50mg, 250정",https://www.coupang.com/vp/products/6395389697?itemId=12107900018&vendorItemId=3086574774&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=6&rank=6,"12,040원","15,110원",20%,5,20075,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Zinc 50mg Veg Capsules, 250 Count"
3531485704,"나우푸드 글루타티온 500mg 베지 캡슐, 60정",https://www.coupang.com/vp/products/208403063?itemId=220021146&vendorItemId=3531485704&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=7&rank=7,"27,060원","31,110원",13%,5,5038,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Glutathione 500mg Veg Capsules, 60 Count"
3180742161,"나우푸드 L-카르니틴 1000 mg 타블렛, 100정",https://www.coupang.com/vp/products/7648633891?itemId=20733109053&vendorItemId=3180742161&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=8&rank=8,"27,970원","71,270원",60%,5,6505,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods L-Carnitine 1000mg Tablets, 100 Count"
3085763155,"나우푸드 마그네슘 캡 400mg 베지 캡슐, 180정",https://www.coupang.com/vp/products/26208?itemId=65370&vendorItemId=3085763155&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=9&rank=9,"14,790원","19,430원",23%,5,8041,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Magnesium Caps 400mg Veg Capsules, 180 Count"
89967270366,"나우푸드 마카 500mg 베지 캡슐, 250정",https://www.coupang.com/vp/products/8184474064?itemId=22932912282&vendorItemId=89967270366&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=10&rank=10,"16,200원",,,5,585,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Maca 500mg Veg Capsules, 250 Count"
88994209514,"나우푸드 메가 D-3 5000 lU & MK-7 180mcg 캡슐, 120정",https://www.coupang.com/vp/products/7951161811?itemId=21946377917&vendorItemId=88994209514&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=11&rank=11,"27,570원","31,700원",13%,5,487,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Mega D-3 5000 IU & MK-7 180mcg Capsules, 120 Count"
3086380344,"나우푸드 케르세틴 브로멜라인 베지 캡슐, 120정",https://www.coupang.com/vp/products/29343?itemId=5845444092&vendorItemId=3086380344&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=12&rank=12,"27,680원","34,550원",19%,5,3079,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Quercetin & Bromelain Veg Capsules, 120 Count"
3272554194,"나우푸드 C-1000 타블렛, 250정",https://www.coupang.com/vp/products/2666401?itemId=2448398&vendorItemId=3272554194&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=13&rank=13,"22,050원","25,350원",13%,5,7428,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods C-1000 Tablets, 250 Count"
3270590452,"나우푸드 아담 슈페리어 남성용 멀티 타블렛, 120정",https://www.coupang.com/vp/products/2367257?itemId=2076403&vendorItemId=3270590452&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=14&rank=14,"31,720원","47,510원",33%,5,1573,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods ADAM Men's Superior Multi Tablets, 120 Count"
4183833410,"나우푸드 커큐민 베지 캡슐, 120정",https://www.coupang.com/vp/products/5573663?itemId=24195362584&vendorItemId=4183833410&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=15&rank=15,"35,260원","40,530원",13%,5,2413,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Curcumin Veg Capsules, 120 Count"
88994209167,"나우푸드 글루타티온 500mg 베지 캡슐, 120정",https://www.coupang.com/vp/products/7951161937?itemId=19370850391&vendorItemId=88994209167&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=16&rank=16,"44,650원","51,330원",13%,5,1939,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Glutathione 500mg Veg Capsules, 120 Count"
3180780224,"나우푸드 루테인 10mg 소프트젤, 120정",https://www.coupang.com/vp/products/438506?itemId=1199608&vendorItemId=3180780224&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=17&rank=17,"16,260원","29,150원",44%,5,9444,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Lutein 10mg Softgels, 120 Count"
3086361459,"나우푸드 CoQ10 100mg 소프트젤, 150정",https://www.coupang.com/vp/products/8402647744?itemId=24143102323&vendorItemId=3086361459&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=18&rank=18,"35,610원","60,470원",41%,5,2687,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods CoQ10 100mg Softgels, 150 Count"
3104854878,"나우푸드 L-시스테인 500mg 타블렛, 100정",https://www.coupang.com/vp/products/16119506?itemId=18775297650&vendorItemId=3104854878&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=19&rank=19,"15,820원","20,510원",22%,4.5,4386,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods L-Cysteine 500mg Tablets, 100 Count"
72495291625,"나우푸드 비오틴 5000mcg 베지 캡슐 비건, 120정",https://www.coupang.com/vp/products/1955584555?itemId=23409820872&vendorItemId=72495291625&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=20&rank=20,"12,770원",,,5,14260,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Biotin 5000mcg Veg Capsules, Vegan, 120 Count"
3086360450,"나우푸드 EGCg 녹차 추출물 400mg 베지 캡슐, 90정",https://www.coupang.com/vp/products/8289177965?itemId=17346845686&vendorItemId=3086360450&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=21&rank=21,"11,780원","16,190원",27%,4.5,1436,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods EGCg Green Tea Extract 400mg Veg Capsules, 90 Count"
3265897568,"나우푸드 울트라 오메가3-D 600EPA 300DHA 피쉬 소프트젤, 180정",https://www.coupang.com/vp/products/1969918?itemId=8797674&vendorItemId=3265897568&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=22&rank=22,"40,260원","53,990원",25%,5,3690,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Ultra Omega 3-D 600 EPA 300 DHA Fish Softgels, 180 Count"
3275509624,"나우푸드 포스파티딜 세린 100mg 베지 캡슐 비건, 120정",https://www.coupang.com/vp/products/3250936?itemId=65397&vendorItemId=3275509624&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=23&rank=23,"41,620원","64,790원",35%,5,540,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Phosphatidyl Serine 100mg Veg Capsules, Vegan, 120 Count"
90023172010,"나우푸드 Super Enzymes 캡슐, 180정",https://www.coupang.com/vp/products/8673673748?itemId=16189356070&vendorItemId=90023172010&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=24&rank=24,"31,990원","36,780원",13%,5,237,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Super Enzymes Capsules, 180 Count"
3146720645,"나우푸드 실리엄 허스크 700mg 베지 캡슐, 180정",https://www.coupang.com/vp/products/356510?itemId=882394&vendorItemId=3146720645&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=25&rank=25,"16,710원","19,210원",13%,4.5,1655,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Psyllium Husk 700mg Veg Capsules, 180 Count"
3086438015,"나우푸드 브로멜라인 2400GDU/g-500mg 베지 캡슐, 120정",https://www.coupang.com/vp/products/29245?itemId=70260&vendorItemId=3086438015&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=26&rank=26,"28,260원","32,490원",13%,5,3000,무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Bromelain 2400 GDU/g - 500mg Veg Capsules, 120 Count"
70393847331,"나우푸드 마그네슘 글리시네이트 타블렛, 180정",https://www.coupang.com/vp/products/1366689007?itemId=23951551099&vendorItemId=70393847331&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=27&rank=27,"23,400원","26,900원",13%,5,5023,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Magnesium Glycinate Tablets, 180 Count"
4503633707,"나우푸드 L-리신 1000mg 타블렛, 250정",https://www.coupang.com/vp/products/4004931?itemId=21566692857&vendorItemId=4503633707&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=28&rank=28,"22,970원",,,5,1538,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods L-Lysine 1000mg Tablets, 250 Count"
